id,DATE,PCC_SITENAME,PCC_AUDIENCE,PCC_UNIT_TYPE,PCC_PLATFORM_DEVICE,CREATIVE_NAME,CREATIVE_TYPE,CREATIVE_PLACEMENT,CAMPAIGN_GROUP,HEADLINE,BODY,COST,CLICKS,IMPRESSIONS,ENGAGEMENTS,LIKES,SHARES,LEADS,FOLLOWS,COMMENTS,REACTIONS,LANDING_PAGE_CLICKS,
83,5/24/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen V2,Sponsored Video,Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,0,1,1,0,0,0,0,1,0,
84,5/24/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen V2,Sponsored Video,Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,0,0,0,0,0,0,0,0,0,
85,5/24/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen V2,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,6.8557,1,0,4,0,0,0,0,0,0,1,
86,5/24/2022,LINKEDIN,Native,Banner,Desktop,Native_Native_Retirement_Lifestyle_Static_1201x629_Learn More_Lead Gen V2,Sponsored Status Update,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,66.4334,5,0,13,2,0,0,0,0,2,5,
87,5/24/2022,LINKEDIN,Native,Banner,Desktop,Native_Native_Freedom_Lifestyle_Static_1201x629_Learn More_Lead Gen V2,Sponsored Status Update,Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,190.8566,10,0,19,2,0,0,0,0,2,10,
88,5/24/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen V2,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,466.0643,39,0,69,5,0,0,0,0,5,39,
89,5/22/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen V2,Sponsored Video,Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,0,0,0,0,0,0,0,0,0,
90,5/22/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen V2,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,0,2,1,0,0,0,0,1,0,
91,5/22/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen V2,Sponsored Video,Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,0,0,0,0,0,0,0,0,0,
92,5/22/2022,LINKEDIN,Native,Banner,Desktop,Native_Native_Freedom_Lifestyle_Static_1201x629_Learn More_Lead Gen V2,Sponsored Status Update,Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,33.3514,2,0,5,0,0,0,0,0,0,2,
93,5/22/2022,LINKEDIN,Native,Banner,Desktop,Native_Native_Retirement_Lifestyle_Static_1201x629_Learn More_Lead Gen V2,Sponsored Status Update,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,160.5986,12,0,26,2,1,0,0,0,2,12,
94,5/22/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen V2,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,287.72,22,0,44,2,0,0,0,0,2,22,
95,5/31/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen V2,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,0,0,0,0,0,0,0,0,0,
96,5/31/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,0,0,0,0,0,0,0,0,0,
97,5/31/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,0,0,0,0,0,0,0,0,0,
98,5/31/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,29.4464,2,0,5,0,0,0,0,0,0,2,
99,5/31/2022,LINKEDIN,Native,Banner,Cross Device,Native_Native_Freedom_Lifestyle_Static_1201x629_Learn More_Lead Gen RRQ,Sponsored Status Update,Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,35.5742,2,0,4,0,0,0,0,0,0,2,
100,5/31/2022,LINKEDIN,Native,Banner,Cross Device,Native_Native_Retirement_Lifestyle_Static_1201x629_Learn More_Lead Gen RRQ,Sponsored Status Update,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,306.8058,16,0,24,0,0,0,0,0,0,16,
101,5/31/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,519.6936,40,0,86,0,0,0,0,0,0,40,
102,5/26/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen V2,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,0,0,0,0,0,0,0,0,0,
103,5/26/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,23.1209,2,0,4,0,0,0,0,0,0,2,
104,5/26/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,34.8801,2,0,6,0,0,0,0,0,0,2,
105,5/26/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,35.2129,2,0,4,1,0,0,0,0,1,2,
106,5/26/2022,LINKEDIN,Native,Banner,Cross Device,Native_Native_Freedom_Lifestyle_Static_1201x629_Learn More_Lead Gen RRQ,Sponsored Status Update,Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,110.6525,6,0,7,0,0,0,0,0,0,6,
107,5/26/2022,LINKEDIN,Native,Banner,Cross Device,Native_Native_Retirement_Lifestyle_Static_1201x629_Learn More_Lead Gen RRQ,Sponsored Status Update,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,137.2775,8,0,11,1,0,0,0,0,1,8,
108,5/26/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,159.5661,11,0,16,0,0,0,0,0,0,11,
109,5/20/2022,LINKEDIN,Native,Banner,Desktop,Native_Native_Freedom_Lifestyle_Static_1201x629_Learn More_Lead Gen V2,Sponsored Status Update,Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,0,3,0,0,0,0,0,0,0,
110,5/20/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen V2,Sponsored Video,Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,0,0,0,0,0,0,0,0,0,
111,5/20/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen V2,Sponsored Video,Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,0,0,0,0,0,0,0,0,0,
112,5/20/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen V2,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,18.4727,2,0,8,0,0,0,0,0,0,2,
113,5/20/2022,LINKEDIN,Native,Banner,Desktop,Native_Native_Retirement_Lifestyle_Static_1201x629_Learn More_Lead Gen V2,Sponsored Status Update,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,289.12,19,0,27,2,0,0,0,0,2,19,
114,5/20/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen V2,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,511.3673,59,0,125,5,0,0,0,0,5,59,
115,5/15/2022,LINKEDIN,Native,Banner,Desktop,Native_Native_Retirement_Lifestyle_Static_1201x629_Learn More_Lead Gen V2,Sponsored Status Update,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,0,0,0,0,0,0,0,0,0,
116,5/15/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen V2,Sponsored Video,Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,0,0,0,0,0,0,0,0,0,
117,5/15/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen V2,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,0,0,0,0,0,0,0,0,0,
118,5/15/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen V2,Sponsored Video,Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,0,0,0,0,0,0,0,0,0,
119,5/15/2022,LINKEDIN,Native,Banner,Desktop,Native_Native_Freedom_Lifestyle_Static_1201x629_Learn More_Lead Gen V2,Sponsored Status Update,Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,39.4,2,0,3,0,0,0,0,0,0,2,
120,5/15/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen V2,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,283.74,15,0,29,5,0,0,0,0,5,15,
121,5/27/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen V2,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,0,0,0,0,0,0,0,0,0,
122,5/27/2022,LINKEDIN,Native,Banner,Cross Device,Native_Native_Freedom_Lifestyle_Static_1201x629_Learn More_Lead Gen RRQ,Sponsored Status Update,Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,0,0,0,0,0,0,0,0,0,
123,5/27/2022,LINKEDIN,Native,Banner,Cross Device,Native_Native_Retirement_Lifestyle_Static_1201x629_Learn More_Lead Gen RRQ,Sponsored Status Update,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,0,0,0,0,0,0,0,0,0,
124,5/27/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,8.2546,1,0,1,0,0,0,0,0,0,1,
125,5/27/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,27.8948,2,0,3,0,0,0,0,0,0,2,
126,5/27/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,31.8788,2,0,2,0,0,0,0,0,0,2,
127,5/27/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,332.7818,22,0,45,0,0,0,0,0,0,22,
128,5/23/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen V2,Sponsored Video,Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,0,0,0,0,0,0,0,0,0,
129,5/23/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen V2,Sponsored Video,Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,0,0,0,0,0,0,0,0,0,
130,5/23/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen V2,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,42.9669,3,0,6,0,0,0,0,0,0,3,
131,5/23/2022,LINKEDIN,Native,Banner,Desktop,Native_Native_Retirement_Lifestyle_Static_1201x629_Learn More_Lead Gen V2,Sponsored Status Update,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,121.3102,5,0,13,0,0,0,0,0,0,5,
132,5/23/2022,LINKEDIN,Native,Banner,Desktop,Native_Native_Freedom_Lifestyle_Static_1201x629_Learn More_Lead Gen V2,Sponsored Status Update,Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,128.2598,7,0,9,0,0,0,0,0,0,7,
133,5/23/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen V2,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,426.1031,34,0,99,7,0,0,0,0,7,34,
134,5/28/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,11.668,1,0,1,0,0,0,0,0,0,1,
135,5/28/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,16.7008,1,0,1,0,0,0,0,0,0,1,
136,5/28/2022,LINKEDIN,Native,Banner,Cross Device,Native_Native_Freedom_Lifestyle_Static_1201x629_Learn More_Lead Gen RRQ,Sponsored Status Update,Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,27.1327,2,0,4,0,0,0,0,0,0,2,
137,5/28/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,65.8051,4,0,5,0,0,0,0,0,0,4,
138,5/28/2022,LINKEDIN,Native,Banner,Cross Device,Native_Native_Retirement_Lifestyle_Static_1201x629_Learn More_Lead Gen RRQ,Sponsored Status Update,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,153.2173,9,0,12,0,0,0,0,0,0,9,
139,5/28/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,252.6061,14,0,29,0,0,0,0,0,0,14,
140,5/29/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,0,0,0,0,0,0,0,0,0,
141,5/29/2022,LINKEDIN,Native,Banner,Cross Device,Native_Native_Freedom_Lifestyle_Static_1201x629_Learn More_Lead Gen RRQ,Sponsored Status Update,Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,14.4115,1,0,3,0,0,0,0,0,0,1,
142,5/29/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,18.6139,1,0,2,0,0,0,0,0,0,1,
143,5/29/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,28.5323,3,0,3,0,0,0,0,0,0,3,
144,5/29/2022,LINKEDIN,Native,Banner,Cross Device,Native_Native_Retirement_Lifestyle_Static_1201x629_Learn More_Lead Gen RRQ,Sponsored Status Update,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,144.8785,8,0,15,0,0,0,0,0,0,8,
145,5/29/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,273.4937,20,0,46,0,0,0,0,0,0,20,
146,6/14/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,1920,0,0,0,0,0,0,0,0,
147,6/14/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,1999,0,0,0,0,0,0,0,0,
148,6/14/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,1307,0,0,0,0,0,0,0,0,
149,6/14/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,2677,0,0,0,0,0,0,0,0,
150,06/10/22,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,2788,0,0,0,0,0,0,0,0,
151,06/10/22,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,2199,0,0,0,0,0,0,0,0,
152,06/10/22,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,2098,0,0,0,0,0,0,0,0,
153,06/10/22,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,2688,0,0,0,0,0,0,0,0,
154,6/16/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,1000,0,0,0,0,0,0,0,0,
155,6/16/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,738,0,0,0,0,0,0,0,0,
156,6/16/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,1244,0,0,0,0,0,0,0,0,
157,6/16/2022,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,1497,0,0,0,0,0,0,0,0,
158,06/03/22,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,2452,0,0,0,0,0,0,0,0,
159,06/03/22,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,73,0,0,0,0,0,0,0,0,
160,06/03/22,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,162,0,0,0,0,0,0,0,0,
161,06/03/22,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,14328,0,0,0,0,0,0,0,0,
162,06/12/22,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,1239,0,0,0,0,0,0,0,0,
163,06/12/22,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,1239,0,0,0,0,0,0,0,0,
164,06/12/22,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,1021,0,0,0,0,0,0,0,0,
165,06/12/22,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video,Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,1453,0,0,0,0,0,0,0,0,
